ID,匹配关系ID,版本ID,物料项ID,*基本流ID,基本流名称（中文）,基本流名称（英文）,基本流分类,流类型,单位（英文）
43273247282196498,43273247232913419,41524144274399237,42474577609220113,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196497,43273247232913418,41524144274399237,42474577543684101,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196496,43273247232913417,41524144274399237,42474577543421968,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196495,43273247232913416,41524144274399237,42474577543421960,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196494,43273247232913415,41524144274399237,42474577543421957,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196493,43273247232913414,41524144274399237,42474577543159823,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196492,43273247232913413,41524144274399237,42474577542635531,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196491,43273247232651280,41524144274399237,43272158162481157,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196490,43273247232651279,41524144274399237,42474577542373391,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196489,43273247232651278,41524144274399237,42474577542373388,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196488,43273247232651277,41524144274399237,42474577541849101,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196487,43273247232651276,41524144274399237,42474577541324805,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196486,43273247232651275,41524144274399237,42474577541062671,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247282196485,43273247232651274,41524144274399237,42474577541062668,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934346,43273247232651273,41524144274399237,42474577541062665,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934345,43273247232651272,41524144274399237,42474577541062662,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934344,43273247232651271,41524144274399237,42474577540800528,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934343,43273247232651270,41524144274399237,42474577540800523,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934342,43273247232651269,41524144274399237,42474577540800520,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281934341,43273247232389129,41524144274399237,42474577540538387,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281672197,43273247232389128,41524144274399237,42474577540538380,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
43273247281410054,43273247232126982,41524144274399237,42614633777455115,41705996354600968,二次材料,Secondary materials,清单指标/资源使用,特殊资源指标,kg
42418851082432527,42418851001430031,41524144274399237,42138729791889413,41705997522976775,铁,Iron,自然资源/地下,基本流,kg
42418851082432528,42418851001430031,41524144274399237,42138729791889413,41705997523238925,铁，46%矿石中，25%原矿中,"Iron, 46% in ore, 25% in crude ore",自然资源/地下,基本流,kg
42418851082432529,42418851001430031,41524144274399237,42138729791889413,41705997523238926,铁，72%磁铁矿中，14%原矿中,"Iron, 72% in magnetite, 14% in crude ore",自然资源/地下,基本流,kg
42418851082432530,42418851000905746,41524144274399237,42138729795559430,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
42618945428643850,42618945420517399,41524144274399237,42433951605317649,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42618945428643849,42618945420517396,41524144274399237,42433951605317652,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42618945428643847,42618945419993098,41524144274399237,42433951606104081,41705996354600968,二次材料,Secondary materials,清单指标/资源使用,特殊资源指标,kg
42618945428643846,42618945419993096,41524144274399237,42433951606104085,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851082432534,42418851001692174,41524144274399237,42138729798967303,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851082432526,42418851001167899,41524144274399237,42138729792937994,41705998787035142,硫氧化物,Sulfur oxides,排放到空气/未指定,基本流,kg
42418851082432522,42418851001167898,41524144274399237,42138729793200133,41705998168113162,氮氧化物,Nitrogen oxides,排放到空气/平流层下部 + 对流层上部,基本流,kg
42418851082432521,42418851001167898,41524144274399237,42138729793200133,41705998168375301,氮氧化物,Nitrogen oxides,排放到空气/低人口密度，长期,基本流,kg
42418851082432525,42418851001167898,41524144274399237,42138729793200133,41705998168375302,氮氧化物,Nitrogen oxides,排放到空气/城市近地空气,基本流,kg
42418851082432523,42418851001167898,41524144274399237,42138729793200133,41705998168375303,氮氧化物,Nitrogen oxides,排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42418851082432524,42418851001167898,41524144274399237,42138729793200133,41705998168375304,氮氧化物,Nitrogen oxides,排放到空气/未指定,基本流,kg
42418851082170391,42418851001167897,41524144274399237,42138729793200134,41705998174404621,颗粒物，< 2.5微米,"Particulate Matter, < 2.5 um",排放到空气/未指定,基本流,kg
42418851082170390,42418851001167897,41524144274399237,42138729793200134,41705998174666757,颗粒物，< 2.5微米,"Particulate Matter, < 2.5 um",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42418851082170389,42418851001167897,41524144274399237,42138729793200134,41705998174666758,颗粒物，< 2.5微米,"Particulate Matter, < 2.5 um",排放到空气/平流层下部 + 对流层上部,基本流,kg
42418851082170388,42418851001167897,41524144274399237,42138729793200134,41705998174666759,颗粒物，< 2.5微米,"Particulate Matter, < 2.5 um",排放到空气/低人口密度，长期,基本流,kg
42418851082170392,42418851001167897,41524144274399237,42138729793200134,41705998174666760,颗粒物，< 2.5微米,"Particulate Matter, < 2.5 um",排放到空气/城市近地空气,基本流,kg
42418851082170394,42418851001167897,41524144274399237,42138729793200134,41705998174666761,颗粒物，> 10 微米,"Particulate Matter, > 10 um",排放到空气/平流层下部 + 对流层上部,基本流,kg
42418851082170393,42418851001167897,41524144274399237,42138729793200134,41705998174666762,颗粒物，> 10 微米,"Particulate Matter, > 10 um",排放到空气/低人口密度，长期,基本流,kg
42418851082170395,42418851001167897,41524144274399237,42138729793200134,41705998174666763,颗粒物，> 10 微米,"Particulate Matter, > 10 um",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42418851082170396,42418851001167897,41524144274399237,42138729793200134,41705998174666764,颗粒物，> 10 微米,"Particulate Matter, > 10 um",排放到空气/未指定,基本流,kg
42418851082170397,42418851001167897,41524144274399237,42138729793200134,41705998174666765,颗粒物，> 10 微米,"Particulate Matter, > 10 um",排放到空气/城市近地空气,基本流,kg
42418851082432520,42418851001167897,41524144274399237,42138729793200134,41705998174666766,颗粒物，> 2.5微米且< 10微米,"Particulate Matter, > 2.5 um and < 10um",排放到空气/城市近地空气,基本流,kg
42418851082170398,42418851001167897,41524144274399237,42138729793200134,41705998174666767,颗粒物，> 2.5微米且< 10微米,"Particulate Matter, > 2.5 um and < 10um",排放到空气/低人口密度，长期,基本流,kg
42418851082432518,42418851001167897,41524144274399237,42138729793200134,41705998174928901,颗粒物，> 2.5微米且< 10微米,"Particulate Matter, > 2.5 um and < 10um",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42418851082432517,42418851001167897,41524144274399237,42138729793200134,41705998174928902,颗粒物，> 2.5微米且< 10微米,"Particulate Matter, > 2.5 um and < 10um",排放到空气/平流层下部 + 对流层上部,基本流,kg
42418851082432519,42418851001167897,41524144274399237,42138729793200134,41705998174928903,颗粒物，> 2.5微米且< 10微米,"Particulate Matter, > 2.5 um and < 10um",排放到空气/未指定,基本流,kg
42418851082170384,42418851001167896,41524144274399237,42138729793200135,41705996945735694,COD，化学需氧量,"COD, Chemical Oxygen Demand",排放到水/地下-，长期,基本流,kg
42418851082170383,42418851001167896,41524144274399237,42138729793200135,41705996945735695,COD，化学需氧量,"COD, Chemical Oxygen Demand",排放到水/地下-,基本流,kg
42418851082170387,42418851001167896,41524144274399237,42138729793200135,41705996945735696,COD，化学需氧量,"COD, Chemical Oxygen Demand",排放到水/未指定,基本流,kg
42418851082170386,42418851001167896,41524144274399237,42138729793200135,41705996945997829,COD，化学需氧量,"COD, Chemical Oxygen Demand",排放到水/地表水,基本流,kg
42418851082170385,42418851001167896,41524144274399237,42138729793200135,41705996945997830,COD，化学需氧量,"COD, Chemical Oxygen Demand",排放到水/海洋,基本流,kg
42418851082170377,42418851001167895,41524144274399237,42138729793200136,41705998177026055,磷,Phosphorus,排放到土壤/未指定,基本流,kg
42418851082170378,42418851001167895,41524144274399237,42138729793200136,41705998177026057,磷,Phosphorus,排放到水/地下-,基本流,kg
42418851082170381,42418851001167895,41524144274399237,42138729793200136,41705998177026059,磷,Phosphorus,排放到水/地表水,基本流,kg
42418851082170379,42418851001167895,41524144274399237,42138729793200136,41705998177026061,磷,Phosphorus,排放到水/地下-，长期,基本流,kg
42418851082170374,42418851001167895,41524144274399237,42138729793200136,41705998177288197,磷,Phosphorus,排放到土壤/农业,基本流,kg
42418851082170375,42418851001167895,41524144274399237,42138729793200136,41705998177288198,磷,Phosphorus,排放到土壤/林业,基本流,kg
42418851082170376,42418851001167895,41524144274399237,42138729793200136,41705998177288199,磷,Phosphorus,排放到土壤/工业,基本流,kg
42418851082170382,42418851001167895,41524144274399237,42138729793200136,41705998177288200,磷,Phosphorus,排放到水/未指定,基本流,kg
42418851082170380,42418851001167895,41524144274399237,42138729793200136,41705998177288201,磷,Phosphorus,排放到水/海洋,基本流,kg
42418851081908250,42418851001167894,41524144274399237,42138729793200137,41705996945997834,铜离子,Copper ion,排放到水/地下-,基本流,kg
42418851081908247,42418851001167894,41524144274399237,42138729793200137,41705996945997839,铜离子,Copper ion,排放到土壤/林业,基本流,kg
42418851081908248,42418851001167894,41524144274399237,42138729793200137,41705996945997840,铜离子,Copper ion,排放到土壤/工业,基本流,kg
42418851081908252,42418851001167894,41524144274399237,42138729793200137,41705996946259973,铜离子,Copper ion,排放到水/海洋,基本流,kg
42418851081908246,42418851001167894,41524144274399237,42138729793200137,41705996946259974,铜离子,Copper ion,排放到土壤/农业,基本流,kg
42418851081908249,42418851001167894,41524144274399237,42138729793200137,41705996946259975,铜离子,Copper ion,排放到土壤/未指定,基本流,kg
42418851081908253,42418851001167894,41524144274399237,42138729793200137,41705996946259976,铜离子,Copper ion,排放到水/地表水,基本流,kg
42418851081908251,42418851001167894,41524144274399237,42138729793200137,41705996946259977,铜离子,Copper ion,排放到水/地下-，长期,基本流,kg
42418851082170373,42418851001167894,41524144274399237,42138729793200137,41705996946259978,铜离子,Copper ion,排放到水/未指定,基本流,kg
42418851081908237,42418851001167893,41524144274399237,42138729793200138,41705998167326727,氮,Nitrogen,排放到土壤/农业,基本流,kg
42418851081908239,42418851001167893,41524144274399237,42138729793200138,41705998167588870,氮,Nitrogen,排放到土壤/工业,基本流,kg
42418851081908244,42418851001167893,41524144274399237,42138729793200138,41705998167588871,氮,Nitrogen,排放到水/地表水,基本流,kg
42418851081908238,42418851001167893,41524144274399237,42138729793200138,41705998167588872,氮,Nitrogen,排放到土壤/林业,基本流,kg
42418851081908243,42418851001167893,41524144274399237,42138729793200138,41705998167851013,氮,Nitrogen,排放到水/海洋,基本流,kg
42418851081908242,42418851001167893,41524144274399237,42138729793200138,41705998167851014,氮,Nitrogen,排放到水/地下-，长期,基本流,kg
42418851081908245,42418851001167893,41524144274399237,42138729793200138,41705998167851015,氮,Nitrogen,排放到水/未指定,基本流,kg
42418851081908241,42418851001167893,41524144274399237,42138729793200138,41705998167851016,氮,Nitrogen,排放到水/地下-,基本流,kg
42418851081908240,42418851001167893,41524144274399237,42138729793200138,41705998167851017,氮,Nitrogen,排放到土壤/未指定,基本流,kg
42418851081908231,42418851001167892,41524144274399237,42138729793462277,41705996366659589,铵,Ammonium,排放到水/未指定,基本流,kg
42418851081646086,42418851001167892,41524144274399237,42138729793462277,41705996366659590,铵,Ammonium,排放到水/地下-,基本流,kg
42418851081646087,42418851001167892,41524144274399237,42138729793462277,41705996366659591,铵,Ammonium,排放到水/地下-，长期,基本流,kg
42418851081908229,42418851001167892,41524144274399237,42138729793462277,41705996366659592,铵,Ammonium,排放到水/海洋,基本流,kg
42418851081908230,42418851001167892,41524144274399237,42138729793462277,41705996366659593,铵,Ammonium,排放到水/地表水,基本流,kg
42418851082432537,42418851001167890,41524144274399237,42138729793462279,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851082432536,42418851001167889,41524144274399237,42138729793724421,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851081908233,42418851001167882,41524144274399237,42138729794510856,41705998788083718,悬浮固体，未指定,"Suspended solids, unspecified",排放到水/地下-，长期,基本流,kg
42418851081908236,42418851001167882,41524144274399237,42138729794510856,41705998788083719,悬浮固体，未指定,"Suspended solids, unspecified",排放到水/未指定,基本流,kg
42418851081908232,42418851001167882,41524144274399237,42138729794510856,41705998788083720,悬浮固体，未指定,"Suspended solids, unspecified",排放到水/地下-,基本流,kg
42418851081908235,42418851001167882,41524144274399237,42138729794510856,41705998788083721,悬浮固体，未指定,"Suspended solids, unspecified",排放到水/地表水,基本流,kg
42418851081908234,42418851001167882,41524144274399237,42138729794510856,41705998788083722,悬浮固体，未指定,"Suspended solids, unspecified",排放到水/海洋,基本流,kg
42418851082432532,42418851001167878,41524144274399237,42138729794773000,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851082432531,42418851000905747,41524144274399237,42138729795559429,41705996354338824,非危险废物处置,Non-hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42418851082432535,42418851000643589,41524144274399237,42138729797918727,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879153758214,42051879094775837,41524144274399237,42025820237819910,41705998804336650,水，冷却，未指定天然来源,"Water, cooling, unspecified natural origin",自然资源/水体,基本流,m3
42051879153758218,42051879094775837,41524144274399237,42025820237819910,41705998804336656,水，涡轮机用水，未指定天然来源,"Water, turbine use, unspecified natural origin",自然资源/水体,基本流,m3
42051879154020357,42051879094775837,41524144274399237,42025820237819910,41705998804336657,水，未指定天然来源,"Water, unspecified natural origin",自然资源/化石井,基本流,m3
42051879153758219,42051879094775837,41524144274399237,42025820237819910,41705998804598789,水，未指定天然来源,"Water, unspecified natural origin",自然资源/水体,基本流,m3
42051879153758221,42051879094775837,41524144274399237,42025820237819910,41705998804598790,水，未指定天然来源,"Water, unspecified natural origin",自然资源/地下,基本流,m3
42051879153758215,42051879094775836,41524144274399237,42025820237819911,41705998804336652,水，湖泊,"Water, lake",自然资源/水体,基本流,m3
42051879153758216,42051879094775835,41524144274399237,42025820238082053,41705998804336653,水，河流,"Water, river",自然资源/水体,基本流,m3
42051879153758217,42051879094775834,41524144274399237,42025820238082054,41705998804336654,水，咸，海洋,"Water, salt, ocean",自然资源/水体,基本流,m3
42051879153758220,42051879094775833,41524144274399237,42025820238082055,41705998804598791,水，井，地下,"Water, well, in ground",自然资源/水体,基本流,m3
42051879154020359,42051879094775832,41524144274399237,42025820238344197,41705998804074506,水,Water,排放到空气/未指定,基本流,m3
42051879154020364,42051879094775832,41524144274399237,42025820238344197,41705998804074507,水,Water,排放到空气/非城市空气或来自高烟囱的气体,基本流,m3
42051879154020358,42051879094775832,41524144274399237,42025820238344197,41705998804074508,水,Water,排放到水/海洋,基本流,m3
42051879154020361,42051879094775832,41524144274399237,42025820238344197,41705998804074509,水,Water,排放到水/地下-,基本流,m3
42051879154020363,42051879094775832,41524144274399237,42025820238344197,41705998804074510,水,Water,排放到空气/平流层下部 + 对流层上部,基本流,m3
42051879154020365,42051879094775832,41524144274399237,42025820238344197,41705998804074511,水,Water,排放到水/未指定,基本流,m3
42051879154020366,42051879094775832,41524144274399237,42025820238344197,41705998804336645,水,Water,排放到空气/城市近地空气,基本流,m3
42051879154020360,42051879094775832,41524144274399237,42025820238344197,41705998804336646,水,Water,排放到水/地下-，长期,基本流,m3
42051879154020368,42051879094775832,41524144274399237,42025820238344197,41705998804336647,水,Water,排放到水/化石井,基本流,m3
42051879154020367,42051879094775832,41524144274399237,42025820238344197,41705998804336648,水,Water,排放到水/地表水,基本流,m3
42051879154020362,42051879094775832,41524144274399237,42025820238344197,41705998804336649,水,Water,排放到空气/低人口密度，长期,基本流,m3
42051879154020377,42051879094775825,41524144274399237,42025820238606341,41705996380815368,二氧化碳，化石源,"Carbon dioxide, fossil",排放到空气/未指定,基本流,kg
42051879154020374,42051879094775825,41524144274399237,42025820238606341,41705996380815369,二氧化碳，化石源,"Carbon dioxide, fossil",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42051879154020376,42051879094775825,41524144274399237,42025820238606341,41705996380815370,二氧化碳，化石源,"Carbon dioxide, fossil",排放到空气/平流层下部 + 对流层上部,基本流,kg
42051879154020369,42051879094775825,41524144274399237,42025820238606341,41705996381077509,二氧化碳，化石源,"Carbon dioxide, fossil",排放到空气/城市近地空气,基本流,kg
42051879154020375,42051879094775825,41524144274399237,42025820238606341,41705996381077510,二氧化碳，化石源,"Carbon dioxide, fossil",排放到空气/低人口密度，长期,基本流,kg
42051879154282503,42051879094775825,41524144274399237,42025820238606341,41705996381077512,二氧化碳，来自土壤或生物质,"Carbon dioxide, from soil or biomass stock",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42051879154282501,42051879094775825,41524144274399237,42025820238606341,41705996381077513,二氧化碳，来自土壤或生物质,"Carbon dioxide, from soil or biomass stock",排放到空气/低人口密度，长期,基本流,kg
42051879154020378,42051879094775825,41524144274399237,42025820238606341,41705996381077514,二氧化碳，来自土壤或生物质,"Carbon dioxide, from soil or biomass stock",排放到空气/未指定,基本流,kg
42051879154282504,42051879094775825,41524144274399237,42025820238606341,41705996381077515,二氧化碳，来自土壤或生物质,"Carbon dioxide, from soil or biomass stock",排放到空气/城市近地空气,基本流,kg
42051879154020370,42051879094775825,41524144274399237,42025820238606341,41705996381077517,二氧化碳，非化石源,"Carbon dioxide, non-fossil",排放到空气/城市近地空气,基本流,kg
42051879154020373,42051879094775825,41524144274399237,42025820238606341,41705996381339653,二氧化碳，非化石源,"Carbon dioxide, non-fossil",排放到空气/未指定,基本流,kg
42051879154020371,42051879094775825,41524144274399237,42025820238606341,41705996381339654,二氧化碳，非化石源,"Carbon dioxide, non-fossil",排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42051879154020372,42051879094775825,41524144274399237,42025820238606341,41705996381339655,二氧化碳，非化石源,"Carbon dioxide, non-fossil",排放到空气/低人口密度，长期,基本流,kg
42051879154282502,42051879094775825,41524144274399237,42025820238606341,41705996381339657,二氧化碳，封存至土壤或生物质库,"Carbon dioxide, to soil or biomass stock",排放到土壤/未指定,基本流,kg
42051879154282507,42051879094775825,41524144274399237,42025820238606341,41705996381339658,二氧化碳，封存至土壤或生物质库,"Carbon dioxide, to soil or biomass stock",排放到土壤/林业,基本流,kg
42051879154282505,42051879094775825,41524144274399237,42025820238606341,41705996381339659,二氧化碳，封存至土壤或生物质库,"Carbon dioxide, to soil or biomass stock",排放到土壤/农业,基本流,kg
42051879154282506,42051879094775825,41524144274399237,42025820238606341,41705996381339660,二氧化碳，封存至土壤或生物质库,"Carbon dioxide, to soil or biomass stock",排放到土壤/工业,基本流,kg
42051879154282512,42051879094775824,41524144274399237,42025820238606342,41705997519306762,氢气,Hydrogen,排放到水/地表水,基本流,kg
42051879154282508,42051879094775824,41524144274399237,42025820238606342,41705997519306763,氢气,Hydrogen,排放到空气/城市近地空气,基本流,kg
42051879154282509,42051879094775824,41524144274399237,42025820238606342,41705997519306764,氢气,Hydrogen,排放到空气/非城市空气或来自高烟囱的气体,基本流,kg
42051879154282511,42051879094775824,41524144274399237,42025820238606342,41705997519306766,氢气,Hydrogen,排放到空气/未指定,基本流,kg
42051879154282510,42051879094775824,41524144274399237,42025820238606342,41705997519306767,氢气,Hydrogen,排放到空气/低人口密度，长期,基本流,kg
42051879154282514,42051879094251545,41524144274399237,42025820240441351,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
42051879154282515,42051879094251544,41524144274399237,42025820240703493,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879154282516,42051879094251542,41524144274399237,42025820240703495,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879154282517,42051879094251538,41524144274399237,42025820241227783,41705996354600968,二次材料,Secondary materials,清单指标/资源使用,特殊资源指标,kg
42051879154282519,42051879094251534,41524144274399237,42025820241752070,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
42051879154282520,42051879094251533,41524144274399237,42025820242014213,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879154544646,42051879094251531,41524144274399237,42025820242014215,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
42051879154544647,42051879094251530,41524144274399237,42025820242276357,41705996354338824,非危险废物处置,Non-hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879154544645,42051879094251528,41524144274399237,42025820242276359,41705996354600968,二次材料,Secondary materials,清单指标/资源使用,特殊资源指标,kg
42051879154544649,42051879093989398,41524144274399237,42025820243062789,41705996354600968,二次材料,Secondary materials,清单指标/资源使用,特殊资源指标,kg
42051879154544651,42051879093989396,41524144274399237,42025820243062791,41705996354338824,非危险废物处置,Non-hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
42051879154544648,42051879093989395,41524144274399237,42025820243324933,41705996354338823,回收用材料,Materials for recycling,清单指标/输出流,特殊资源指标,kg
42051879154544650,42051879093989394,41524144274399237,42025820243324934,41705996354076677,危险废物处置,Hazardous waste disposed,清单指标/废弃物,特殊资源指标,kg
